SKU Code,Store_Code,Projected_Probability
SKU_0986,STORE_11,0.143
SKU_0986,STORE_12,0.107
SKU_0986,STORE_13,0.126
SKU_0986,STORE_17,0.102
SKU_0986,STORE_14,0.12
SKU_0987,STORE_01,0.139
SKU_0987,STORE_02,0.093
SKU_0987,STORE_03,0.111
SKU_0987,STORE_04,0.075
SKU_0987,STORE_05,0.111
SKU_0987,STORE_06,0.147
SKU_0987,STORE_07,0.085
SKU_0987,STORE_15,0.136
SKU_0987,STORE_08,0.115
SKU_0987,STORE_09,0.143
SKU_0987,STORE_16,0.112
SKU_0987,STORE_10,0.109
SKU_0987,STORE_11,0.119
SKU_0987,STORE_12,0.104
SKU_0987,STORE_13,0.099
SKU_0987,STORE_17,0.086
SKU_0987,STORE_14,0.101
SKU_0988,STORE_01,0.105
SKU_0988,STORE_02,0.055
SKU_0988,STORE_03,0.074
SKU_0988,STORE_04,0.05
SKU_0988,STORE_05,0.074
SKU_0988,STORE_06,0.098
SKU_0988,STORE_07,0.053
SKU_0988,STORE_15,0.09
SKU_0988,STORE_08,0.072
SKU_0988,STORE_09,0.096
SKU_0988,STORE_16,0.074
SKU_0988,STORE_10,0.073
SKU_0988,STORE_11,0.071
SKU_0988,STORE_12,0.078
SKU_0988,STORE_13,0.066
SKU_0988,STORE_17,0.057
SKU_0988,STORE_14,0.067
SKU_0989,STORE_01,0.083
SKU_0989,STORE_02,0.036
SKU_0989,STORE_03,0.059
SKU_0989,STORE_04,0.047
SKU_0989,STORE_05,0.07
SKU_0989,STORE_06,0.093
SKU_0989,STORE_07,0.032
SKU_0989,STORE_15,0.073
SKU_0989,STORE_08,0.043
SKU_0989,STORE_09,0.091
SKU_0989,STORE_16,0.06
SKU_0989,STORE_10,0.058
SKU_0989,STORE_11,0.046
SKU_0989,STORE_12,0.062
SKU_0989,STORE_13,0.063
SKU_0989,STORE_17,0.046
SKU_0989,STORE_14,0.054
SKU_0990,STORE_01,0.185
SKU_0990,STORE_02,0.094
SKU_0990,STORE_03,0.143
SKU_0990,STORE_04,0.112
SKU_0990,STORE_05,0.167
SKU_0990,STORE_06,0.221
SKU_0990,STORE_07,0.104
SKU_0990,STORE_15,0.176
SKU_0990,STORE_08,0.141
SKU_0990,STORE_09,0.216
SKU_0990,STORE_16,0.145
SKU_0990,STORE_10,0.141
SKU_0990,STORE_11,0.12
SKU_0990,STORE_12,0.137
SKU_0990,STORE_13,0.15
SKU_0990,STORE_17,0.11
SKU_0990,STORE_14,0.13
SKU_0991,STORE_01,0.278
SKU_0991,STORE_02,0.186
SKU_0991,STORE_03,0.297
SKU_0991,STORE_04,0.208
SKU_0991,STORE_05,0.263
SKU_0991,STORE_06,0.292
SKU_0991,STORE_07,0.202
SKU_0991,STORE_15,0.275
SKU_0991,STORE_08,0.254
SKU_0991,STORE_09,0.286
SKU_0991,STORE_16,0.264
SKU_0991,STORE_10,0.239
SKU_0991,STORE_11,0.217
SKU_0991,STORE_12,0.208
SKU_0991,STORE_13,0.228
SKU_0991,STORE_17,0.192
SKU_0991,STORE_14,0.234
SKU_0992,STORE_01,0.247
SKU_0992,STORE_02,0.158
SKU_0992,STORE_03,0.254
SKU_0992,STORE_04,0.147
SKU_0992,STORE_05,0.226
SKU_0992,STORE_06,0.251
SKU_0992,STORE_07,0.155
SKU_0992,STORE_15,0.236
SKU_0992,STORE_08,0.196
SKU_0992,STORE_09,0.246
SKU_0992,STORE_16,0.226
SKU_0992,STORE_10,0.205
SKU_0992,STORE_11,0.186
SKU_0992,STORE_12,0.185
SKU_0992,STORE_13,0.196
SKU_0992,STORE_17,0.164
SKU_0992,STORE_14,0.201
SKU_0993,STORE_01,0.18
SKU_0993,STORE_02,0.169
SKU_0993,STORE_03,0.215
SKU_0993,STORE_04,0.129
SKU_0993,STORE_05,0.207
SKU_0993,STORE_06,0.229
SKU_0993,STORE_07,0.143
SKU_0993,STORE_15,0.199
SKU_0993,STORE_08,0.18
SKU_0993,STORE_09,0.225
SKU_0993,STORE_16,0.191
SKU_0993,STORE_10,0.173
SKU_0993,STORE_11,0.198
SKU_0993,STORE_12,0.134
SKU_0993,STORE_13,0.179
SKU_0993,STORE_17,0.139
SKU_0993,STORE_14,0.17
SKU_0994,STORE_01,0.174
SKU_0994,STORE_02,0.14
SKU_0994,STORE_03,0.181
SKU_0994,STORE_04,0.108
SKU_0994,STORE_05,0.163
SKU_0994,STORE_06,0.182
SKU_0994,STORE_07,0.122
SKU_0994,STORE_15,0.168
SKU_0994,STORE_08,0.154
SKU_0994,STORE_09,0.178
SKU_0994,STORE_16,0.161
SKU_0994,STORE_10,0.146
SKU_0994,STORE_11,0.164
SKU_0994,STORE_12,0.13
SKU_0994,STORE_13,0.142
SKU_0994,STORE_17,0.117
SKU_0994,STORE_14,0.143
SKU_0995,STORE_01,0.131
SKU_0995,STORE_02,0.084
SKU_0995,STORE_03,0.12
SKU_0995,STORE_04,0.073
SKU_0995,STORE_05,0.109
SKU_0995,STORE_06,0.121
SKU_0995,STORE_07,0.076
SKU_0995,STORE_15,0.111
SKU_0995,STORE_08,0.096
SKU_0995,STORE_09,0.118
SKU_0995,STORE_16,0.107
SKU_0995,STORE_10,0.097
SKU_0995,STORE_11,0.098
SKU_0995,STORE_12,0.098
SKU_0995,STORE_13,0.094
SKU_0995,STORE_17,0.078
SKU_0995,STORE_14,0.095
SKU_0996,STORE_01,0.103
SKU_0996,STORE_02,0.054
SKU_0996,STORE_03,0.096
SKU_0996,STORE_04,0.068
SKU_0996,STORE_05,0.103
SKU_0996,STORE_06,0.115
SKU_0996,STORE_07,0.046
SKU_0996,STORE_15,0.089
SKU_0996,STORE_08,0.058
SKU_0996,STORE_09,0.112
SKU_0996,STORE_16,0.086
SKU_0996,STORE_10,0.078
SKU_0996,STORE_11,0.063
SKU_0996,STORE_12,0.077
SKU_0996,STORE_13,0.09
SKU_0996,STORE_17,0.062
SKU_0996,STORE_14,0.076
SKU_0997,STORE_01,0.23
SKU_0997,STORE_02,0.142
SKU_0997,STORE_03,0.233
SKU_0997,STORE_04,0.162
SKU_0997,STORE_05,0.246
SKU_0997,STORE_06,0.273
SKU_0997,STORE_07,0.15
SKU_0997,STORE_15,0.216
SKU_0997,STORE_08,0.189
SKU_0997,STORE_09,0.268
SKU_0997,STORE_16,0.208
SKU_0997,STORE_10,0.188
SKU_0997,STORE_11,0.166
SKU_0997,STORE_12,0.172
SKU_0997,STORE_13,0.213
SKU_0997,STORE_17,0.151
SKU_0997,STORE_14,0.184
SKU_0998,STORE_01,0.202
SKU_0998,STORE_02,0.168
SKU_0998,STORE_04,0.16
SKU_0998,STORE_05,0.195
SKU_0998,STORE_06,0.24
SKU_0998,STORE_07,0.152
SKU_0998,STORE_15,0.214
SKU_0998,STORE_08,0.209
SKU_0998,STORE_09,0.264
SKU_0998,STORE_11,0.191
SKU_0998,STORE_12,0.178
SKU_0998,STORE_13,0.195
SKU_0998,STORE_17,0.148
SKU_0998,STORE_14,0.196
SKU_0999,STORE_01,0.18
SKU_0999,STORE_02,0.143
SKU_0999,STORE_04,0.113
SKU_0999,STORE_05,0.168
SKU_0999,STORE_06,0.206
SKU_0999,STORE_07,0.117
SKU_0999,STORE_15,0.183
SKU_0999,STORE_08,0.161
SKU_0999,STORE_09,0.227
SKU_0999,STORE_11,0.163
SKU_0999,STORE_12,0.158
SKU_0999,STORE_13,0.168
SKU_0999,STORE_17,0.127
SKU_0999,STORE_14,0.168
SKU_1000,STORE_01,0.131
SKU_1000,STORE_02,0.153
SKU_1000,STORE_04,0.099
SKU_1000,STORE_05,0.153
SKU_1000,STORE_06,0.188
SKU_1000,STORE_07,0.108
SKU_1000,STORE_15,0.155
SKU_1000,STORE_08,0.148
SKU_1000,STORE_09,0.208
SKU_1000,STORE_11,0.174
SKU_1000,STORE_12,0.115
SKU_1000,STORE_13,0.153
SKU_1000,STORE_17,0.107
SKU_1000,STORE_14,0.142
SKU_1001,STORE_01,0.126
SKU_1001,STORE_02,0.127
SKU_1001,STORE_04,0.083
SKU_1001,STORE_05,0.121
SKU_1001,STORE_06,0.149
SKU_1001,STORE_07,0.092
SKU_1001,STORE_15,0.13
SKU_1001,STORE_08,0.126
SKU_1001,STORE_09,0.164
SKU_1001,STORE_11,0.144
SKU_1001,STORE_12,0.111
SKU_1001,STORE_13,0.121
SKU_1001,STORE_17,0.09
SKU_1001,STORE_14,0.12
SKU_1002,STORE_01,0.095
SKU_1002,STORE_02,0.076
SKU_1002,STORE_04,0.056
SKU_1002,STORE_05,0.081
SKU_1002,STORE_06,0.099
SKU_1002,STORE_07,0.057
SKU_1002,STORE_15,0.086
SKU_1002,STORE_08,0.079
SKU_1002,STORE_09,0.109
SKU_1002,STORE_11,0.086
SKU_1002,STORE_12,0.084
SKU_1002,STORE_13,0.081
SKU_1002,STORE_17,0.06
SKU_1002,STORE_14,0.079
SKU_1003,STORE_01,0.075
SKU_1003,STORE_02,0.049
SKU_1003,STORE_04,0.052
SKU_1003,STORE_05,0.077
SKU_1003,STORE_06,0.094
SKU_1003,STORE_07,0.034
SKU_1003,STORE_15,0.07
SKU_1003,STORE_08,0.047
SKU_1003,STORE_09,0.104
SKU_1003,STORE_11,0.056
SKU_1003,STORE_12,0.066
SKU_1003,STORE_13,0.077
SKU_1003,STORE_17,0.048
SKU_1003,STORE_14,0.064
SKU_1004,STORE_01,0.167
SKU_1004,STORE_02,0.128
SKU_1004,STORE_04,0.124
SKU_1004,STORE_05,0.183
SKU_1004,STORE_06,0.225
SKU_1004,STORE_07,0.113
SKU_1004,STORE_15,0.168
SKU_1004,STORE_08,0.155
SKU_1004,STORE_09,0.247
SKU_1004,STORE_11,0.146
SKU_1004,STORE_12,0.147
SKU_1004,STORE_13,0.182
SKU_1004,STORE_17,0.116
SKU_1004,STORE_14,0.154
SKU_1005,STORE_01,0.213
SKU_1005,STORE_02,0.132
SKU_1005,STORE_03,0.164
SKU_1005,STORE_04,0.175
SKU_1005,STORE_05,0.192
SKU_1005,STORE_06,0.233
SKU_1005,STORE_07,0.15
SKU_1005,STORE_15,0.214
SKU_1005,STORE_08,0.191
SKU_1005,STORE_09,0.249
SKU_1005,STORE_16,0.177
SKU_1005,STORE_10,0.17
SKU_1005,STORE_11,0.176
SKU_1005,STORE_12,0.186
SKU_1005,STORE_13,0.179
SKU_1005,STORE_17,0.164
SKU_1005,STORE_14,0.194
SKU_1006,STORE_01,0.189
SKU_1006,STORE_02,0.113
SKU_1006,STORE_03,0.141
SKU_1006,STORE_04,0.124
SKU_1006,STORE_05,0.165
SKU_1006,STORE_06,0.201
SKU_1006,STORE_07,0.115
SKU_1006,STORE_15,0.183
SKU_1006,STORE_08,0.147
SKU_1006,STORE_09,0.214
SKU_1006,STORE_16,0.151
SKU_1006,STORE_10,0.146
SKU_1006,STORE_11,0.15
SKU_1006,STORE_12,0.166
SKU_1006,STORE_13,0.154
SKU_1006,STORE_17,0.14
SKU_1006,STORE_14,0.166
SKU_1007,STORE_01,0.138
SKU_1007,STORE_02,0.121
SKU_1007,STORE_03,0.119
SKU_1007,STORE_04,0.109
SKU_1007,STORE_05,0.151
SKU_1007,STORE_06,0.183
SKU_1007,STORE_07,0.106
SKU_1007,STORE_15,0.155
SKU_1007,STORE_08,0.135
SKU_1007,STORE_09,0.196
SKU_1007,STORE_16,0.128
SKU_1007,STORE_10,0.123
SKU_1007,STORE_11,0.16
SKU_1007,STORE_12,0.121
SKU_1007,STORE_13,0.14
SKU_1007,STORE_17,0.118
SKU_1007,STORE_14,0.141
SKU_1008,STORE_01,0.133
SKU_1008,STORE_02,0.1
SKU_1008,STORE_03,0.1
SKU_1008,STORE_04,0.091
SKU_1008,STORE_05,0.119
SKU_1008,STORE_06,0.145
SKU_1008,STORE_07,0.09
SKU_1008,STORE_15,0.131
SKU_1008,STORE_08,0.115
SKU_1008,STORE_09,0.155
SKU_1008,STORE_16,0.108
SKU_1008,STORE_10,0.104
SKU_1008,STORE_11,0.133
SKU_1008,STORE_12,0.116
SKU_1008,STORE_13,0.111
SKU_1008,STORE_17,0.1
SKU_1008,STORE_14,0.119
SKU_1009,STORE_01,0.1
SKU_1009,STORE_02,0.06
SKU_1009,STORE_03,0.066
SKU_1009,STORE_04,0.061
SKU_1009,STORE_05,0.08
SKU_1009,STORE_06,0.097
SKU_1009,STORE_07,0.056
SKU_1009,STORE_15,0.087
SKU_1009,STORE_08,0.072
SKU_1009,STORE_09,0.103
SKU_1009,STORE_16,0.072
SKU_1009,STORE_10,0.069
SKU_1009,STORE_11,0.079
SKU_1009,STORE_12,0.088
SKU_1009,STORE_13,0.074
SKU_1009,STORE_17,0.066
SKU_1009,STORE_14,0.079
SKU_1010,STORE_01,0.079
SKU_1010,STORE_02,0.039
SKU_1010,STORE_03,0.053
SKU_1010,STORE_04,0.057
SKU_1010,STORE_05,0.076
SKU_1010,STORE_06,0.092
SKU_1010,STORE_07,0.034
SKU_1010,STORE_15,0.07
SKU_1010,STORE_08,0.043
SKU_1010,STORE_09,0.098
SKU_1010,STORE_16,0.057
SKU_1010,STORE_10,0.055
SKU_1010,STORE_11,0.051
SKU_1010,STORE_12,0.069
SKU_1010,STORE_13,0.07
SKU_1010,STORE_17,0.053
SKU_1010,STORE_14,0.063
SKU_1011,STORE_01,0.176
SKU_1011,STORE_02,0.101
SKU_1011,STORE_03,0.129
SKU_1011,STORE_04,0.136
SKU_1011,STORE_05,0.18
SKU_1011,STORE_06,0.218
SKU_1011,STORE_07,0.111
SKU_1011,STORE_15,0.168
SKU_1011,STORE_08,0.142
SKU_1011,STORE_09,0.233
SKU_1011,STORE_16,0.139
SKU_1011,STORE_10,0.134
SKU_1011,STORE_11,0.134
SKU_1011,STORE_12,0.154
SKU_1011,STORE_13,0.167
SKU_1011,STORE_17,0.129
SKU_1011,STORE_14,0.153
SKU_1012,STORE_01,0.15
SKU_1012,STORE_02,0.072
SKU_1012,STORE_03,0.085
SKU_1012,STORE_04,0.086
SKU_1012,STORE_05,0.091
SKU_1012,STORE_06,0.16
SKU_1012,STORE_07,0.056
SKU_1012,STORE_15,0.076
SKU_1012,STORE_08,0.077
SKU_1012,STORE_09,0.187
SKU_1012,STORE_16,0.086
SKU_1012,STORE_10,0.093
SKU_1012,STORE_11,0.132
SKU_1012,STORE_12,0.086
SKU_1012,STORE_13,0.1
SKU_1012,STORE_17,0.087
SKU_1012,STORE_14,0.103
SKU_1013,STORE_01,0.108
SKU_1013,STORE_02,0.055
SKU_1013,STORE_03,0.058
SKU_1013,STORE_04,0.062
SKU_1013,STORE_05,0.07
SKU_1013,STORE_06,0.115
SKU_1013,STORE_07,0.043
SKU_1013,STORE_15,0.076
SKU_1013,STORE_08,0.052
SKU_1013,STORE_09,0.129
SKU_1013,STORE_16,0.058
SKU_1013,STORE_10,0.063
SKU_1013,STORE_11,0.041
SKU_1013,STORE_12,0.059
SKU_1013,STORE_13,0.069
SKU_1013,STORE_17,0.059
SKU_1013,STORE_14,0.079
SKU_1014,STORE_01,0.059
SKU_1014,STORE_02,0.058
SKU_1014,STORE_03,0.056
SKU_1014,STORE_04,0.034
SKU_1014,STORE_05,0.074
SKU_1014,STORE_06,0.063
SKU_1014,STORE_07,0.045
SKU_1014,STORE_15,0.228
SKU_1014,STORE_08,0.051
SKU_1014,STORE_09,0.143
SKU_1014,STORE_16,0.057
SKU_1014,STORE_10,0.062
SKU_1014,STORE_11,0.06
SKU_1014,STORE_12,0.057
SKU_1014,STORE_13,0.077
SKU_1014,STORE_17,0.058
SKU_1014,STORE_14,0.084
SKU_1015,STORE_01,0.032
SKU_1015,STORE_02,0.043
SKU_1015,STORE_03,0.026
SKU_1015,STORE_04,0.019
SKU_1015,STORE_05,0.054
SKU_1015,STORE_06,0.034
SKU_1015,STORE_07,0.034
SKU_1015,STORE_15,0.025
SKU_1015,STORE_08,0.024
SKU_1015,STORE_09,0.072
SKU_1015,STORE_16,0.026
SKU_1015,STORE_10,0.029
SKU_1015,STORE_11,0.021
SKU_1015,STORE_12,0.027
SKU_1015,STORE_13,0.039
SKU_1015,STORE_17,0.027
SKU_1015,STORE_14,0.062
SKU_1016,STORE_01,0.015
SKU_1016,STORE_02,0.007
SKU_1016,STORE_03,0.011
SKU_1016,STORE_04,0.008
SKU_1016,STORE_05,0.009
SKU_1016,STORE_06,0.016
SKU_1016,STORE_07,0.005
SKU_1016,STORE_15,0.016
SKU_1016,STORE_08,0.01
SKU_1016,STORE_09,0.044
SKU_1016,STORE_16,0.011
SKU_1016,STORE_10,0.012
SKU_1016,STORE_11,0.014
SKU_1016,STORE_12,0.011
SKU_1016,STORE_13,0.024
SKU_1016,STORE_17,0.011
SKU_1016,STORE_14,0.01
SKU_1017,STORE_01,0.044
SKU_1017,STORE_02,0.037
SKU_1017,STORE_03,0.047
SKU_1017,STORE_04,0.025
SKU_1017,STORE_05,0.047
SKU_1017,STORE_06,0.047
SKU_1017,STORE_07,0.029
SKU_1017,STORE_15,0.076
SKU_1017,STORE_08,0.042
SKU_1017,STORE_09,0.129
SKU_1017,STORE_16,0.048
SKU_1017,STORE_10,0.052
SKU_1017,STORE_11,0.051
SKU_1017,STORE_12,0.048
SKU_1017,STORE_13,0.069
SKU_1017,STORE_17,0.048
SKU_1017,STORE_14,0.054
SKU_1018,STORE_01,0.106
SKU_1018,STORE_02,0.078
SKU_1018,STORE_03,0.094
SKU_1018,STORE_04,0.061
SKU_1018,STORE_05,0.1
SKU_1018,STORE_06,0.113
SKU_1018,STORE_07,0.061
SKU_1018,STORE_15,0.051
SKU_1018,STORE_08,0.085
SKU_1018,STORE_09,0.202
SKU_1018,STORE_16,0.095
SKU_1018,STORE_10,0.103
SKU_1018,STORE_11,0.187
SKU_1018,STORE_12,0.096
SKU_1018,STORE_13,0.108
SKU_1018,STORE_17,0.097
SKU_1018,STORE_14,0.113
SKU_1019,STORE_01,0.172
SKU_1019,STORE_02,0.057
SKU_1019,STORE_03,0.082
SKU_1019,STORE_04,0.083
SKU_1019,STORE_05,0.097
SKU_1019,STORE_06,0.158
SKU_1019,STORE_07,0.047
SKU_1019,STORE_15,0.067
SKU_1019,STORE_08,0.086
SKU_1019,STORE_09,0.172
SKU_1019,STORE_16,0.075
SKU_1019,STORE_10,0.086
SKU_1019,STORE_11,0.114
SKU_1019,STORE_12,0.081
SKU_1019,STORE_13,0.078
SKU_1019,STORE_17,0.076
SKU_1019,STORE_14,0.096
SKU_1020,STORE_01,0.124
SKU_1020,STORE_02,0.044
SKU_1020,STORE_03,0.055
SKU_1020,STORE_04,0.06
SKU_1020,STORE_05,0.074
SKU_1020,STORE_06,0.113
SKU_1020,STORE_07,0.036
SKU_1020,STORE_15,0.067
SKU_1020,STORE_08,0.058
SKU_1020,STORE_09,0.118
SKU_1020,STORE_16,0.051
SKU_1020,STORE_10,0.058
SKU_1020,STORE_11,0.036
SKU_1020,STORE_12,0.055
SKU_1020,STORE_13,0.054
SKU_1020,STORE_17,0.052
SKU_1020,STORE_14,0.074
SKU_1021,STORE_01,0.068
SKU_1021,STORE_02,0.046
SKU_1021,STORE_03,0.054
SKU_1021,STORE_04,0.033
SKU_1021,STORE_05,0.078
SKU_1021,STORE_06,0.062
SKU_1021,STORE_07,0.038
SKU_1021,STORE_15,0.2
SKU_1021,STORE_08,0.057
SKU_1021,STORE_09,0.132
SKU_1021,STORE_16,0.05
SKU_1021,STORE_10,0.057
SKU_1021,STORE_11,0.052
SKU_1021,STORE_12,0.054
SKU_1021,STORE_13,0.06
SKU_1021,STORE_17,0.05
SKU_1021,STORE_14,0.078
SKU_1022,STORE_01,0.037
SKU_1022,STORE_02,0.034
SKU_1022,STORE_03,0.025
SKU_1022,STORE_04,0.018
SKU_1022,STORE_05,0.058
SKU_1022,STORE_06,0.034
SKU_1022,STORE_07,0.028
SKU_1022,STORE_15,0.022
SKU_1022,STORE_08,0.026
SKU_1022,STORE_09,0.066
SKU_1022,STORE_16,0.023
SKU_1022,STORE_10,0.026
SKU_1022,STORE_11,0.018
SKU_1022,STORE_12,0.025
SKU_1022,STORE_13,0.03
SKU_1022,STORE_17,0.023
SKU_1022,STORE_14,0.057
SKU_1023,STORE_01,0.017
SKU_1023,STORE_02,0.005
SKU_1023,STORE_03,0.01
SKU_1023,STORE_04,0.008
SKU_1023,STORE_05,0.009
SKU_1023,STORE_06,0.015
SKU_1023,STORE_07,0.004
SKU_1023,STORE_15,0.014
SKU_1023,STORE_08,0.011
SKU_1023,STORE_09,0.041
SKU_1023,STORE_16,0.01
SKU_1023,STORE_10,0.011
SKU_1023,STORE_11,0.012
SKU_1023,STORE_12,0.01
SKU_1023,STORE_13,0.019
SKU_1023,STORE_17,0.01
SKU_1023,STORE_14,0.009
SKU_1024,STORE_01,0.05
SKU_1024,STORE_02,0.03
SKU_1024,STORE_03,0.045
SKU_1024,STORE_04,0.024
SKU_1024,STORE_05,0.05
SKU_1024,STORE_06,0.046
SKU_1024,STORE_07,0.024
SKU_1024,STORE_15,0.067
SKU_1024,STORE_08,0.047
SKU_1024,STORE_09,0.119
SKU_1024,STORE_16,0.042
SKU_1024,STORE_10,0.048
SKU_1024,STORE_11,0.044
SKU_1024,STORE_12,0.045
SKU_1024,STORE_13,0.054
SKU_1024,STORE_17,0.042
SKU_1024,STORE_14,0.05
SKU_1025,STORE_01,0.122
SKU_1025,STORE_02,0.062
SKU_1025,STORE_03,0.091
SKU_1025,STORE_04,0.059
SKU_1025,STORE_05,0.106
SKU_1025,STORE_06,0.112
SKU_1025,STORE_07,0.051
SKU_1025,STORE_15,0.044
SKU_1025,STORE_08,0.095
SKU_1025,STORE_09,0.186
SKU_1025,STORE_16,0.083
SKU_1025,STORE_10,0.095
SKU_1025,STORE_11,0.163
SKU_1025,STORE_12,0.09
SKU_1025,STORE_13,0.085
SKU_1025,STORE_17,0.084
SKU_1025,STORE_14,0.105
SKU_1026,STORE_05,0.086
SKU_1026,STORE_06,0.137
SKU_1027,STORE_05,0.066
SKU_1027,STORE_06,0.098
SKU_1028,STORE_05,0.069
SKU_1028,STORE_06,0.054
SKU_1029,STORE_05,0.051
SKU_1029,STORE_06,0.029
SKU_1030,STORE_05,0.008
SKU_1030,STORE_06,0.013
SKU_1031,STORE_05,0.045
SKU_1031,STORE_06,0.04
SKU_1032,STORE_05,0.094
SKU_1032,STORE_06,0.097
SKU_1033,STORE_01,0.191
SKU_1033,STORE_02,0.099
SKU_1033,STORE_03,0.116
SKU_1033,STORE_04,0.135
SKU_1033,STORE_05,0.122
SKU_1033,STORE_06,0.201
SKU_1033,STORE_07,0.082
SKU_1033,STORE_15,0.096
SKU_1033,STORE_08,0.112
SKU_1033,STORE_09,0.21
SKU_1033,STORE_16,0.111
SKU_1033,STORE_10,0.121
SKU_1033,STORE_11,0.167
SKU_1033,STORE_12,0.127
SKU_1033,STORE_13,0.12
SKU_1033,STORE_17,0.117
SKU_1033,STORE_14,0.141
SKU_1034,STORE_01,0.137
SKU_1034,STORE_02,0.076
SKU_1034,STORE_03,0.079
SKU_1034,STORE_04,0.097
SKU_1034,STORE_05,0.094
SKU_1034,STORE_06,0.144
SKU_1034,STORE_07,0.063
SKU_1034,STORE_15,0.096
SKU_1034,STORE_08,0.076
SKU_1034,STORE_09,0.144
SKU_1034,STORE_16,0.076
SKU_1034,STORE_10,0.082
SKU_1034,STORE_11,0.052
SKU_1034,STORE_12,0.086
SKU_1034,STORE_13,0.083
SKU_1034,STORE_17,0.079
SKU_1034,STORE_14,0.108
SKU_1035,STORE_01,0.075
SKU_1035,STORE_02,0.08
SKU_1035,STORE_03,0.077
SKU_1035,STORE_04,0.053
SKU_1035,STORE_05,0.099
SKU_1035,STORE_06,0.079
SKU_1035,STORE_07,0.067
SKU_1035,STORE_15,0.287
SKU_1035,STORE_08,0.074
SKU_1035,STORE_09,0.161
SKU_1035,STORE_16,0.074
SKU_1035,STORE_10,0.08
SKU_1035,STORE_11,0.076
SKU_1035,STORE_12,0.084
SKU_1035,STORE_13,0.092
SKU_1035,STORE_17,0.077
SKU_1035,STORE_14,0.114
SKU_1036,STORE_01,0.041
SKU_1036,STORE_02,0.059
SKU_1036,STORE_03,0.036
SKU_1036,STORE_04,0.029
SKU_1036,STORE_05,0.073
SKU_1036,STORE_06,0.043
SKU_1036,STORE_07,0.049
SKU_1036,STORE_15,0.032
SKU_1036,STORE_08,0.034
SKU_1036,STORE_09,0.081
SKU_1036,STORE_16,0.034
SKU_1036,STORE_10,0.037
SKU_1036,STORE_11,0.026
SKU_1036,STORE_12,0.039
SKU_1036,STORE_13,0.046
SKU_1036,STORE_17,0.036
SKU_1036,STORE_14,0.084
SKU_1037,STORE_01,0.019
SKU_1037,STORE_02,0.009
SKU_1037,STORE_03,0.015
SKU_1037,STORE_04,0.013
SKU_1037,STORE_05,0.011
SKU_1037,STORE_06,0.02
SKU_1037,STORE_07,0.008
SKU_1037,STORE_15,0.02
SKU_1037,STORE_08,0.014
SKU_1037,STORE_09,0.05
SKU_1037,STORE_16,0.014
SKU_1037,STORE_10,0.015
SKU_1037,STORE_11,0.018
SKU_1037,STORE_12,0.016
SKU_1037,STORE_13,0.028
SKU_1037,STORE_17,0.015
SKU_1037,STORE_14,0.013
SKU_1038,STORE_01,0.056
SKU_1038,STORE_02,0.051
SKU_1038,STORE_03,0.064
SKU_1038,STORE_04,0.039
SKU_1038,STORE_05,0.064
SKU_1038,STORE_06,0.059
SKU_1038,STORE_07,0.043
SKU_1038,STORE_15,0.096
SKU_1038,STORE_08,0.062
SKU_1038,STORE_09,0.145
SKU_1038,STORE_16,0.062
SKU_1038,STORE_10,0.067
SKU_1038,STORE_11,0.064
SKU_1038,STORE_12,0.07
SKU_1038,STORE_13,0.083
SKU_1038,STORE_17,0.065
SKU_1038,STORE_14,0.073
SKU_1039,STORE_01,0.135
SKU_1039,STORE_02,0.108
SKU_1039,STORE_03,0.129
SKU_1039,STORE_04,0.096
SKU_1039,STORE_05,0.134
SKU_1039,STORE_06,0.142
SKU_1039,STORE_07,0.09
SKU_1039,STORE_15,0.064
SKU_1039,STORE_08,0.124
SKU_1039,STORE_09,0.227
SKU_1039,STORE_16,0.123
SKU_1039,STORE_10,0.134
SKU_1039,STORE_11,0.238
SKU_1039,STORE_12,0.141
SKU_1039,STORE_13,0.13
SKU_1039,STORE_17,0.13
SKU_1039,STORE_14,0.154
SKU_1040,STORE_01,0.165
SKU_1040,STORE_02,0.062
SKU_1040,STORE_03,0.085
SKU_1040,STORE_04,0.088
SKU_1040,STORE_05,0.096
SKU_1040,STORE_06,0.167
SKU_1040,STORE_07,0.05
SKU_1040,STORE_15,0.074
SKU_1040,STORE_08,0.081
SKU_1040,STORE_09,0.166
SKU_1040,STORE_16,0.069
SKU_1040,STORE_10,0.087
SKU_1040,STORE_11,0.119
SKU_1040,STORE_12,0.084
SKU_1040,STORE_13,0.088
SKU_1040,STORE_17,0.075
SKU_1040,STORE_14,0.108
SKU_1041,STORE_01,0.119
SKU_1041,STORE_02,0.048
SKU_1041,STORE_03,0.058
SKU_1041,STORE_04,0.063
SKU_1041,STORE_05,0.074
SKU_1041,STORE_06,0.12
SKU_1041,STORE_07,0.039
SKU_1041,STORE_15,0.074
SKU_1041,STORE_08,0.055
SKU_1041,STORE_09,0.114
SKU_1041,STORE_16,0.047
SKU_1041,STORE_10,0.059
SKU_1041,STORE_11,0.037
SKU_1041,STORE_12,0.057
SKU_1041,STORE_13,0.06
SKU_1041,STORE_17,0.051
SKU_1041,STORE_14,0.083
SKU_1042,STORE_01,0.065
SKU_1042,STORE_02,0.051
SKU_1042,STORE_03,0.057
SKU_1042,STORE_04,0.035
SKU_1042,STORE_05,0.078
SKU_1042,STORE_06,0.066
SKU_1042,STORE_07,0.041
SKU_1042,STORE_15,0.223
